id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome
612859,1,1,10-19y,university,working class,0.4494195374335477,1.0,before 2015,1.0,0.0,10238,15000.0,sedan,1,0,1,1.0
532643,2,0,20-29y,high school,middle class,0.3786978812092193,1.0,before 2015,0.0,1.0,21217,12000.0,sedan,2,0,1,1.0
645688,2,0,20-29y,high school,upper class,0.8118218494971065,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,4,0,3,0.0
875652,1,1,10-19y,high school,middle class,0.4725620372205885,1.0,before 2015,1.0,0.0,10238,,sedan,2,0,0,0.0
443217,0,0,0-9y,high school,poverty,0.3803445345644651,0.0,before 2015,0.0,0.0,32765,15000.0,sedan,0,0,0,1.0
920656,1,1,0-9y,university,upper class,0.4466584539044658,1.0,before 2015,1.0,1.0,10238,3000.0,sedan,0,0,0,0.0
211111,2,0,0-9y,university,upper class,0.6208050516360596,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
78568,3,1,30y+,university,upper class,0.5854794736959827,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,5,2,4,0.0
451269,2,0,10-19y,high school,upper class,0.5463428377961653,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,1,0.0
49260,2,0,20-29y,high school,upper class,0.6519464626674301,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
708204,2,1,20-29y,none,working class,0.5599121138043932,1.0,before 2015,1.0,1.0,10238,14000.0,sports car,1,0,2,0.0
304877,1,0,10-19y,high school,working class,0.5461828207501663,0.0,after 2015,0.0,0.0,32765,11000.0,sedan,2,1,0,0.0
134022,3,0,20-29y,university,upper class,0.6863038567846291,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,0,0,2,0.0
871945,2,1,20-29y,university,middle class,0.5175334318197274,1.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,0,3,0.0
886219,2,0,20-29y,high school,upper class,0.7605640673271528,1.0,after 2015,1.0,0.0,10238,,sedan,0,0,1,0.0
337986,0,1,0-9y,university,upper class,0.5489301330191484,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0
949028,0,1,0-9y,university,upper class,0.7020436831211672,1.0,after 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
625190,3,1,20-29y,high school,upper class,0.5822318867802224,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,2,0,3,0.0
133119,2,1,20-29y,university,upper class,0.5239348835695834,1.0,before 2015,1.0,1.0,32765,13000.0,sedan,4,3,1,0.0
309430,2,1,20-29y,university,upper class,0.4730207468491802,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,3,0,3,0.0
468417,2,0,0-9y,university,upper class,0.69300378701657,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,0,0,0,0.0
275383,3,1,30y+,university,upper class,0.548152345546583,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,11,2,1,0.0
90787,3,0,10-19y,high school,upper class,0.7094289088273653,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0
462054,2,1,20-29y,none,poverty,0.2868307040423252,1.0,before 2015,0.0,1.0,10238,8000.0,sedan,5,1,2,0.0
331100,2,0,20-29y,university,upper class,0.5895865051589461,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,1,0,1,0.0
551996,3,1,30y+,none,upper class,0.6268027196163855,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,5,3,4,0.0
299897,1,0,10-19y,none,working class,0.3648866465260174,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,1,0,0,0.0
946706,0,1,0-9y,high school,poverty,0.2887835942837985,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
552705,2,0,0-9y,high school,working class,0.3186677015072492,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0
68732,2,0,20-29y,university,upper class,0.7059931135802957,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,3,1,0,0.0
915178,2,1,20-29y,high school,upper class,,1.0,before 2015,1.0,1.0,10238,,sedan,3,1,5,0.0
512835,1,0,10-19y,high school,upper class,0.6115662954001968,1.0,after 2015,1.0,1.0,10238,13000.0,sports car,0,0,0,1.0
635647,2,1,20-29y,high school,upper class,0.5606472181250814,0.0,before 2015,0.0,1.0,32765,10000.0,sedan,2,0,4,0.0
237732,1,1,10-19y,university,working class,,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
357529,1,0,0-9y,university,middle class,0.3570559747929416,1.0,before 2015,1.0,1.0,92101,9000.0,sedan,0,0,0,0.0
955804,2,0,10-19y,university,upper class,0.6511049385549011,0.0,before 2015,1.0,1.0,10238,10000.0,sports car,1,0,1,0.0
925647,2,1,0-9y,high school,middle class,0.6127350251833245,1.0,before 2015,1.0,1.0,32765,13000.0,sedan,0,0,0,1.0
784737,2,1,20-29y,none,poverty,,0.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,7,0.0
943754,0,1,0-9y,none,working class,0.5224226279932157,0.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1.0
748443,2,0,20-29y,high school,middle class,0.6373835703783101,1.0,after 2015,0.0,0.0,32765,13000.0,sedan,2,0,0,0.0
373067,1,0,10-19y,university,upper class,0.7478430687996118,1.0,before 2015,1.0,1.0,32765,13000.0,sedan,1,0,0,0.0
487130,3,0,30y+,high school,upper class,0.5556598158902323,0.0,before 2015,1.0,1.0,10238,7000.0,sedan,1,0,1,0.0
150230,0,0,0-9y,high school,working class,0.6402884225427362,1.0,after 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,0.0
793826,0,0,0-9y,university,working class,0.506784718345531,0.0,after 2015,0.0,1.0,10238,,sedan,0,0,0,0.0
933814,3,0,30y+,university,upper class,0.5859691100658124,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,2,1,0,0.0
470492,3,0,30y+,high school,upper class,,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,5,0,4,0.0
589593,0,1,0-9y,high school,upper class,0.4925300820024674,1.0,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,1.0
632980,1,1,10-19y,university,middle class,0.5838111791901199,1.0,before 2015,1.0,1.0,32765,11000.0,sedan,0,1,0,0.0
337154,2,1,20-29y,high school,upper class,0.6092538270787325,0.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,2,0.0
482179,2,0,20-29y,university,upper class,0.6414858257848157,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,4,0,2,0.0
922468,1,0,10-19y,none,working class,0.4217496501415939,1.0,before 2015,0.0,0.0,92101,,sedan,1,0,0,1.0
478473,0,1,0-9y,high school,upper class,0.4453608620470372,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
505481,2,0,10-19y,none,poverty,,1.0,before 2015,1.0,1.0,92101,8000.0,sedan,1,0,0,0.0
969450,2,0,10-19y,high school,middle class,0.7773208236421372,0.0,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0
131400,2,1,20-29y,university,upper class,0.7484736559983464,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,6,0.0
763891,3,0,30y+,university,upper class,0.6409488031039333,1.0,after 2015,1.0,1.0,10238,,sedan,2,1,4,0.0
466096,0,0,0-9y,university,poverty,,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,0.0
235541,1,1,10-19y,none,poverty,0.3554484102410427,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,6,1,1,0.0
724516,2,1,10-19y,high school,middle class,0.6731197410249281,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,1,0,0,0.0
460863,3,0,30y+,high school,upper class,0.6264517137380076,1.0,before 2015,0.0,1.0,32765,8000.0,sedan,16,0,1,0.0
67899,3,1,30y+,high school,upper class,,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,5,0,11,0.0
267032,2,1,20-29y,university,upper class,0.58510429705876,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,2,0,6,0.0
657711,1,1,10-19y,high school,upper class,0.6074493976689813,1.0,after 2015,0.0,0.0,10238,20000.0,sedan,0,1,1,1.0
67841,1,1,10-19y,none,poverty,0.4166623408665704,0.0,before 2015,1.0,0.0,10238,12000.0,sedan,3,0,2,0.0
135509,1,0,10-19y,high school,middle class,0.6597861113624699,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,1,0,0,0.0
637909,2,1,0-9y,high school,upper class,0.5565157388101949,1.0,before 2015,1.0,1.0,10238,9000.0,sports car,0,0,0,1.0
149754,0,0,0-9y,university,upper class,0.5735998414233406,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,0,0,0,0.0
772642,3,0,30y+,university,upper class,0.7124729144831544,0.0,after 2015,1.0,1.0,10238,6000.0,sedan,3,1,0,0.0
175707,3,1,10-19y,high school,upper class,0.5229770456070741,0.0,after 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
999332,1,1,10-19y,none,poverty,0.250983078410022,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,1,0.0
911568,1,0,10-19y,high school,upper class,,1.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
458061,1,1,10-19y,university,upper class,,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,1,2,0.0
682536,3,1,10-19y,university,upper class,0.6380566287269398,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,0,0,0,0.0
617979,2,1,20-29y,none,working class,0.4469120060756799,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,2,0,1,0.0
867048,1,1,10-19y,university,upper class,0.7047717798294715,1.0,after 2015,1.0,0.0,10238,12000.0,sedan,1,0,3,0.0
64458,3,1,30y+,university,upper class,0.7330454994198158,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,14,0,3,0.0
39440,1,0,0-9y,none,middle class,0.4693897755686437,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
774955,0,1,0-9y,high school,poverty,,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
38798,2,0,10-19y,high school,middle class,0.5746368950714444,1.0,before 2015,0.0,1.0,10238,,sedan,2,0,1,0.0
186651,1,0,10-19y,high school,working class,0.6897285195206259,1.0,after 2015,0.0,0.0,10238,13000.0,sedan,1,0,1,0.0
980948,0,0,0-9y,university,middle class,0.5446819795280333,0.0,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
978142,1,0,10-19y,high school,poverty,0.292752440609447,0.0,before 2015,1.0,1.0,32765,6000.0,sedan,3,0,0,0.0
814717,1,1,0-9y,none,poverty,0.2643138656043106,0.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0
573078,1,1,0-9y,high school,middle class,0.4403405026714519,1.0,before 2015,0.0,0.0,10238,18000.0,sedan,0,0,0,1.0
385216,3,0,20-29y,university,upper class,0.5424532094676138,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,1,0.0
181687,2,1,20-29y,high school,middle class,0.4548693853003646,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,3,1,3,0.0
837820,2,0,20-29y,university,upper class,0.5599157372912646,1.0,after 2015,1.0,0.0,32765,17000.0,sedan,1,1,0,0.0
100513,3,1,0-9y,high school,upper class,0.6807929771269291,1.0,after 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0
534966,1,0,0-9y,university,upper class,,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,1.0
613091,3,0,20-29y,high school,upper class,0.7917101109944502,1.0,after 2015,1.0,1.0,32765,11000.0,sedan,5,0,2,0.0
679466,1,1,10-19y,none,poverty,0.393470768101357,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,1,1.0
393627,3,1,0-9y,high school,upper class,0.6898585172389251,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,0.0
89332,0,0,0-9y,none,poverty,0.4185559663529582,0.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,1.0
99606,1,0,10-19y,high school,working class,0.4782278836498901,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,0,0,1,0.0
139099,2,0,20-29y,university,middle class,0.5451437806503545,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,2,0,2,0.0
827898,2,1,20-29y,university,upper class,0.6695729313068942,1.0,after 2015,0.0,1.0,21217,11000.0,sedan,3,0,1,1.0
73961,0,0,0-9y,high school,working class,0.3918469002457876,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,0,0,0,0.0
906507,2,0,10-19y,university,upper class,0.5171310078682555,1.0,after 2015,1.0,1.0,32765,,sedan,2,0,0,0.0
811811,2,0,20-29y,university,upper class,0.4834974413683278,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,1,1,1,0.0
636174,3,1,20-29y,university,upper class,0.6681364777157869,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,6,1,4,0.0
372219,0,1,0-9y,university,working class,,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,0,0,0,0.0
800070,2,1,20-29y,high school,middle class,0.5877156569116971,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,3,1,4,0.0
91470,3,0,0-9y,none,working class,0.4573161379702025,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,1.0
968669,3,0,30y+,university,upper class,0.4836380123288594,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,4,1,2,0.0
34015,1,1,10-19y,university,working class,,1.0,after 2015,0.0,0.0,10238,11000.0,sedan,1,0,1,0.0
404730,1,1,10-19y,university,upper class,0.7319502229827478,1.0,after 2015,1.0,1.0,92101,10000.0,sedan,4,0,1,0.0
202518,1,0,10-19y,none,poverty,0.3135714708801836,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,2,0.0
679883,2,0,20-29y,university,upper class,0.7112464650975716,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,2,2,0.0
106656,0,0,0-9y,high school,poverty,0.3136698098711777,0.0,before 2015,1.0,0.0,10238,17000.0,sedan,0,0,0,0.0
237044,2,1,20-29y,none,middle class,0.5684657075683763,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,3,0,5,0.0
883171,1,0,0-9y,high school,poverty,0.4351756628940996,1.0,before 2015,0.0,0.0,10238,15000.0,sports car,0,0,0,1.0
311831,2,1,20-29y,university,upper class,0.4162840973092876,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,7,2,2,0.0
473963,3,0,30y+,university,upper class,0.6061335684664274,0.0,before 2015,1.0,0.0,32765,10000.0,sedan,7,0,1,0.0
431519,2,1,10-19y,university,upper class,0.8255494416904662,0.0,after 2015,1.0,1.0,10238,12000.0,sedan,2,1,0,0.0
860657,3,0,0-9y,university,upper class,,0.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
148510,3,0,30y+,high school,upper class,0.5835616627387596,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,4,2,2,0.0
156210,1,0,10-19y,high school,working class,0.4252811553799311,0.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0
208179,2,1,20-29y,university,upper class,0.6992068026332687,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,4,2,0,0.0
568693,1,1,10-19y,university,poverty,0.3704208638102152,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,0,0,0.0
84888,1,0,10-19y,none,poverty,0.2067286602969292,0.0,before 2015,0.0,1.0,10238,9000.0,sports car,1,1,0,0.0
8852,1,0,10-19y,high school,middle class,0.6689812112447873,1.0,before 2015,0.0,1.0,32765,,sports car,3,0,0,0.0
897466,2,0,10-19y,university,upper class,,1.0,after 2015,1.0,0.0,32765,12000.0,sedan,3,0,1,0.0
792276,3,1,30y+,high school,upper class,0.6420966704689359,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,5,1,2,0.0
24832,3,1,10-19y,university,upper class,0.512299236712214,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,3,0,2,0.0
17297,0,0,0-9y,none,poverty,0.2908504256966667,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0
437849,3,1,20-29y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,13000.0,sedan,6,0,4,0.0
748173,1,1,10-19y,none,poverty,0.2539444112229153,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,1,0,1,1.0
830294,3,0,30y+,high school,middle class,,1.0,before 2015,1.0,1.0,92101,13000.0,sedan,1,1,2,0.0
426781,2,0,20-29y,university,upper class,0.4699738631400742,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,0,3,0.0
425088,0,1,0-9y,university,working class,0.4883411676791918,1.0,after 2015,0.0,1.0,32765,11000.0,sedan,0,0,0,0.0
586725,0,0,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,0,0,0,1.0
190654,3,0,30y+,university,upper class,0.7683773924140196,1.0,after 2015,0.0,1.0,10238,13000.0,sedan,2,1,2,0.0
90176,0,1,0-9y,none,poverty,0.3842342291965312,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,1.0
527103,1,1,10-19y,none,poverty,0.4412887875093094,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,1,5,1.0
557804,0,0,0-9y,high school,poverty,0.3839383227532641,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
502421,3,0,30y+,high school,upper class,0.6618255641921521,1.0,after 2015,1.0,1.0,10238,8000.0,sedan,2,0,0,0.0
126494,3,1,30y+,university,upper class,0.4482580060581439,1.0,after 2015,0.0,1.0,32765,9000.0,sports car,19,1,0,0.0
439975,2,1,20-29y,high school,working class,0.5145739221806612,1.0,before 2015,1.0,1.0,92101,,sedan,3,0,1,0.0
292767,3,0,30y+,high school,upper class,0.5474226018840016,0.0,after 2015,0.0,1.0,10238,9000.0,sedan,3,0,0,0.0
706405,3,1,10-19y,high school,middle class,0.4654205894960517,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,4,0,0,1.0
986022,1,0,10-19y,university,upper class,0.7790254492034814,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,0.0
633661,2,0,20-29y,high school,middle class,0.4983949335821834,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,3,0.0
470782,1,1,10-19y,high school,middle class,0.4100668478943091,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,0,3,0.0
950182,1,0,10-19y,high school,middle class,0.5949317714664302,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,1,0,0,0.0
360911,0,0,0-9y,none,poverty,0.2850244312975464,0.0,before 2015,0.0,1.0,10238,9000.0,sedan,0,0,0,1.0
402116,0,1,0-9y,high school,poverty,0.4466288938870481,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0
330099,1,0,10-19y,none,poverty,0.2543928838634379,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0
513675,3,1,30y+,high school,upper class,0.6487467867282103,1.0,before 2015,1.0,1.0,32765,6000.0,sedan,13,6,3,0.0
794384,2,1,20-29y,none,working class,0.4106478219200299,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,7,0,1,0.0
859256,3,0,30y+,university,middle class,0.6415992914644384,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
619329,2,0,20-29y,university,upper class,0.6258479108755962,1.0,after 2015,0.0,1.0,10238,11000.0,sedan,0,0,5,0.0
539702,2,1,20-29y,university,upper class,0.5557121773732416,1.0,after 2015,0.0,0.0,32765,13000.0,sedan,2,2,2,0.0
610494,1,0,0-9y,high school,middle class,0.4601151988970682,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,0,0.0
5195,2,0,0-9y,university,upper class,0.5640824695825345,1.0,after 2015,1.0,1.0,32765,6000.0,sports car,0,0,0,0.0
451963,3,1,30y+,high school,upper class,0.713619531907858,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,1,2,0.0
126212,0,0,0-9y,university,upper class,0.6413551856342549,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0
505762,2,0,20-29y,none,working class,0.3315895445844529,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,2,0.0
920305,2,0,0-9y,university,upper class,0.7477807628275938,1.0,after 2015,0.0,1.0,92101,12000.0,sedan,0,0,0,0.0
70043,3,1,30y+,university,upper class,0.5643659706366282,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,9,1,1,0.0
175117,2,0,20-29y,university,upper class,0.4165222280131299,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,1,1,1,0.0
497652,2,1,20-29y,university,upper class,0.5626535000207484,1.0,before 2015,1.0,1.0,92101,8000.0,sedan,4,0,0,0.0
334482,0,0,0-9y,none,working class,0.3987767871796487,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0
266757,2,1,10-19y,none,working class,0.4411041307313577,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,4,0,0,0.0
801470,2,0,10-19y,none,middle class,0.5162483226846594,1.0,before 2015,1.0,0.0,10238,15000.0,sedan,0,1,1,1.0
528837,2,0,10-19y,high school,upper class,0.6173644827066088,1.0,before 2015,0.0,0.0,32765,13000.0,sedan,3,0,0,0.0
427575,0,1,0-9y,university,middle class,0.60882895731083,1.0,after 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
720877,3,0,10-19y,university,upper class,0.6910164446960826,1.0,before 2015,1.0,1.0,10238,12000.0,sports car,3,0,0,0.0
818328,0,0,0-9y,high school,poverty,0.3910631302545065,0.0,before 2015,0.0,0.0,32765,14000.0,sedan,0,0,0,1.0
483399,3,1,20-29y,high school,upper class,0.5150190589717486,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,1,5,0.0
927948,2,1,20-29y,university,upper class,0.7210338094800525,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,0,0,0,0.0
632367,1,0,0-9y,high school,upper class,0.7991142457004199,1.0,after 2015,1.0,1.0,32765,5000.0,sedan,0,0,0,0.0
636647,3,0,10-19y,high school,upper class,,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,1,0,2,0.0
461832,0,1,0-9y,high school,working class,,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0
617355,3,1,20-29y,university,upper class,,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,5,2,3,0.0
35975,0,1,0-9y,university,middle class,0.4401334295045821,1.0,after 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,0.0
324483,2,0,20-29y,university,upper class,0.6135322636094647,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,0,0.0
245814,3,0,30y+,high school,upper class,0.7194051606457107,1.0,after 2015,1.0,1.0,10238,15000.0,sedan,1,1,1,0.0
734708,2,0,0-9y,university,upper class,0.6757412986764928,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0
451696,1,0,0-9y,high school,upper class,0.6850359505244253,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,1.0
352297,2,0,20-29y,high school,middle class,,1.0,before 2015,0.0,1.0,32765,11000.0,sedan,6,0,2,0.0
441403,1,1,10-19y,high school,working class,0.4727881902305562,1.0,before 2015,1.0,0.0,32765,7000.0,sedan,9,0,2,0.0
67486,1,1,10-19y,high school,working class,,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,1,0,0,0.0
926334,2,0,0-9y,high school,working class,0.3933243530697776,1.0,before 2015,0.0,1.0,10238,12000.0,sedan,0,0,0,0.0
889608,1,1,10-19y,high school,working class,0.453471335053696,0.0,before 2015,0.0,1.0,10238,11000.0,sedan,1,0,3,1.0
20174,2,0,0-9y,university,upper class,0.7573467203725435,1.0,before 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,0.0
760850,2,1,0-9y,university,middle class,0.5666786986571251,0.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1.0
650380,2,0,20-29y,high school,upper class,0.6518470006507582,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,1,0,1,0.0
752334,0,1,0-9y,university,working class,0.4642450581939386,0.0,before 2015,1.0,0.0,10238,14000.0,sedan,0,0,0,1.0
487393,3,1,10-19y,none,working class,0.6154656983877915,1.0,after 2015,1.0,1.0,32765,5000.0,sedan,2,0,0,0.0
727706,3,1,10-19y,university,upper class,0.5517639856736082,0.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,2,1.0
883104,2,0,20-29y,university,upper class,0.6874928008429386,1.0,after 2015,1.0,1.0,10238,8000.0,sports car,2,0,5,0.0
811449,0,1,0-9y,high school,poverty,0.3464732914298389,0.0,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0
746553,3,0,30y+,high school,upper class,0.5172531591870946,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,0,0.0
611126,0,1,0-9y,high school,poverty,0.4298725443095585,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0
588727,2,0,20-29y,high school,upper class,0.523731888374134,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,5,0,1,0.0
511837,3,1,10-19y,high school,middle class,0.5499938678343249,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,3,1,1,0.0
558452,1,0,10-19y,high school,middle class,0.5394884672858902,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,2,0.0
187532,3,1,30y+,university,upper class,0.7059592418232604,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,2,0,4,0.0
56947,2,1,20-29y,university,upper class,0.5650533271502788,1.0,before 2015,1.0,1.0,10238,11000.0,sports car,2,2,6,0.0
197094,1,1,10-19y,university,working class,0.4689135326636327,1.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,0.0
910385,1,1,10-19y,none,poverty,,0.0,after 2015,0.0,0.0,10238,15000.0,sedan,1,0,1,0.0
938792,3,1,10-19y,university,upper class,0.6686311631887717,1.0,before 2015,1.0,1.0,92101,,sedan,3,0,2,0.0
609451,1,1,10-19y,high school,working class,0.3418025374295406,0.0,before 2015,1.0,0.0,32765,12000.0,sedan,3,0,2,1.0
531131,2,0,0-9y,university,upper class,0.6282435604247023,1.0,before 2015,0.0,1.0,92101,12000.0,sedan,0,0,0,1.0
326322,1,0,10-19y,university,middle class,0.5580977398483193,1.0,before 2015,1.0,0.0,10238,12000.0,sedan,1,0,0,0.0
4199,2,0,20-29y,university,middle class,0.5039832951594888,1.0,before 2015,0.0,1.0,92101,16000.0,sedan,2,0,2,0.0
706056,3,0,0-9y,none,middle class,0.4495356021038702,1.0,before 2015,1.0,0.0,10238,8000.0,sedan,0,0,0,0.0
418920,1,0,0-9y,university,upper class,0.6793798380252772,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0
796413,0,1,0-9y,none,poverty,,1.0,after 2015,0.0,1.0,92101,10000.0,sedan,0,0,0,1.0
70060,3,1,20-29y,high school,upper class,0.6210470840406783,1.0,before 2015,1.0,1.0,92101,8000.0,sedan,2,0,2,0.0
951643,3,1,30y+,high school,upper class,0.6189987105355627,1.0,after 2015,1.0,1.0,10238,10000.0,sedan,1,0,2,0.0
74744,1,0,10-19y,none,poverty,0.3187556952308137,0.0,before 2015,1.0,0.0,32765,9000.0,sedan,1,0,0,0.0
777322,0,1,0-9y,high school,poverty,0.4109658882409655,0.0,before 2015,0.0,0.0,32765,9000.0,sports car,0,0,0,1.0
924714,3,0,0-9y,high school,upper class,0.6834151508359674,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,0,0,0,0.0
