id,age,gender,driving_exp_clean,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome
429212,0,0,0-9,high school,working class,0.515812809602791,1.0,before 2015,0.0,0,13000.0,sedan,0,0,0,1.0
684156,1,1,10-19,none,poverty,0.3375905137780909,0.0,before 2015,1.0,1,12000.0,sedan,4,0,0,1.0
145769,0,0,0-9,none,poverty,0.515812809602791,0.0,before 2015,0.0,0,13000.0,sedan,0,0,0,1.0
197533,2,0,20-29,university,middle class,0.6362568375561625,1.0,before 2015,1.0,0,14000.0,sedan,1,0,1,0.0
170603,3,0,30+,university,upper class,0.638176098135206,1.0,before 2015,1.0,1,10000.0,sedan,4,0,4,0.0
38241,1,0,10-19,university,middle class,0.3977828129568881,1.0,before 2015,1.0,1,10000.0,sedan,1,0,2,0.0
255136,3,0,20-29,university,upper class,0.7337520945037399,1.0,after 2015,0.0,1,16000.0,sedan,0,0,1,0.0
830400,3,1,30+,university,upper class,0.515812809602791,1.0,before 2015,0.0,1,15000.0,sedan,1,0,3,0.0
855355,0,0,0-9,none,middle class,0.5353128388192372,0.0,after 2015,0.0,0,15000.0,sedan,0,0,0,1.0
428267,2,1,20-29,university,upper class,0.6607949382386376,1.0,after 2015,1.0,1,10000.0,sedan,7,0,1,0.0
999039,1,0,10-19,university,middle class,0.4970631199385591,1.0,before 2015,1.0,1,8000.0,sedan,1,0,0,0.0
275895,3,0,30+,high school,middle class,0.3548714481593307,0.0,before 2015,0.0,1,12000.0,sedan,2,0,0,0.0
495705,2,0,10-19,university,upper class,0.8163355504321163,1.0,after 2015,1.0,1,11000.0,sedan,1,1,1,0.0
365164,3,1,10-19,university,upper class,0.6467573927310968,1.0,after 2015,1.0,1,11000.0,sedan,0,1,1,0.0
648631,1,0,0-9,none,working class,0.4520812831975518,1.0,before 2015,1.0,1,6000.0,sedan,0,0,0,0.0
63508,0,0,0-9,high school,poverty,0.4287138097752097,0.0,before 2015,1.0,1,13000.0,sedan,0,0,0,1.0
722448,0,0,0-9,high school,middle class,0.515812809602791,1.0,after 2015,1.0,1,10000.0,sedan,0,0,0,0.0
187211,3,0,30+,high school,working class,0.5754871515595443,1.0,before 2015,0.0,1,15000.0,sedan,1,0,0,0.0
218283,1,1,10-19,university,middle class,0.7059712753304102,0.0,before 2015,1.0,1,11000.0,sedan,1,0,0,1.0
172025,1,0,0-9,none,working class,0.4905686431114045,1.0,before 2015,0.0,1,13000.0,sedan,0,0,0,0.0
957230,0,0,0-9,none,poverty,0.3134341026539473,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,0.0
626277,2,1,20-29,university,upper class,0.4460944742887543,1.0,after 2015,0.0,1,13000.0,sports car,6,2,7,0.0
437274,1,1,0-9,university,upper class,0.6366828182690416,0.0,after 2015,1.0,1,10000.0,sedan,0,0,0,1.0
506080,2,1,20-29,high school,middle class,0.6028335988480005,0.0,after 2015,0.0,1,15000.0,sedan,2,0,4,0.0
332598,2,1,20-29,none,upper class,0.5873143657537631,1.0,before 2015,1.0,1,13000.0,sedan,1,0,2,0.0
512014,3,1,30+,high school,middle class,0.6423726842464099,0.0,before 2015,0.0,1,13000.0,sedan,8,2,1,0.0
294092,2,1,10-19,university,working class,0.337982157109614,0.0,before 2015,0.0,1,14000.0,sedan,0,0,2,1.0
317920,3,0,30+,high school,upper class,0.6977579641522408,1.0,after 2015,1.0,1,13000.0,sedan,2,1,1,0.0
40583,1,0,10-19,university,working class,0.515812809602791,0.0,before 2015,0.0,1,15000.0,sedan,0,0,0,0.0
273939,3,1,20-29,high school,upper class,0.6713585572774622,1.0,after 2015,1.0,1,6000.0,sedan,8,1,2,0.0
58611,0,0,0-9,high school,poverty,0.3652981607970365,1.0,before 2015,0.0,0,14000.0,sports car,0,0,0,0.0
764088,2,0,20-29,university,upper class,0.46994237748042,1.0,before 2015,1.0,1,12000.0,sedan,2,0,6,0.0
421070,0,0,0-9,high school,working class,0.5290480904503615,1.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
995108,3,0,30+,high school,middle class,0.6762708328376787,0.0,before 2015,1.0,1,8000.0,sedan,2,0,4,0.0
512035,2,0,20-29,high school,working class,0.4503634589093056,0.0,before 2015,0.0,0,7000.0,sedan,2,0,0,0.0
778184,3,0,30+,university,upper class,0.5069172347691039,1.0,after 2015,1.0,1,11697.003206900365,sedan,1,0,1,0.0
56973,1,0,10-19,university,working class,0.3617024291111733,1.0,before 2015,0.0,0,10000.0,sedan,0,0,0,0.0
744591,1,1,0-9,high school,working class,0.4694285820819799,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
265048,1,0,0-9,high school,middle class,0.5088666651138563,1.0,before 2015,0.0,1,13000.0,sedan,0,0,0,0.0
493590,1,1,10-19,university,middle class,0.5519504952618395,0.0,after 2015,0.0,0,17000.0,sedan,0,0,1,0.0
122054,3,1,30+,university,upper class,0.6683556972839072,1.0,after 2015,1.0,0,9000.0,sedan,10,4,3,0.0
284620,2,1,20-29,university,middle class,0.4050369649662168,1.0,after 2015,1.0,1,11000.0,sedan,2,3,2,1.0
695020,2,0,20-29,high school,upper class,0.515812809602791,0.0,before 2015,1.0,0,11000.0,sedan,0,0,0,0.0
544712,3,0,20-29,university,upper class,0.6205968239964096,0.0,after 2015,1.0,1,6000.0,sedan,3,1,1,0.0
706607,1,1,10-19,none,working class,0.3780463794716419,0.0,after 2015,0.0,0,13000.0,sedan,2,1,3,0.0
608987,0,0,0-9,high school,working class,0.3607003088952675,1.0,before 2015,0.0,1,14000.0,sedan,0,0,0,0.0
218598,2,1,20-29,university,middle class,0.4501764104829549,0.0,after 2015,1.0,0,12000.0,sedan,5,1,0,0.0
542696,1,0,10-19,none,poverty,0.3542937522701511,0.0,before 2015,0.0,1,13000.0,sedan,0,1,0,0.0
550968,0,1,0-9,university,middle class,0.7003260679630406,1.0,before 2015,0.0,0,10000.0,sedan,0,0,0,1.0
414599,1,0,0-9,university,upper class,0.6161776510564136,1.0,before 2015,1.0,0,12000.0,sedan,0,0,0,0.0
279568,3,0,30+,high school,middle class,0.4696657453329445,0.0,before 2015,1.0,1,6000.0,sports car,9,0,1,0.0
539002,2,1,20-29,high school,working class,0.4076322765382582,0.0,before 2015,1.0,1,11000.0,sedan,5,0,4,0.0
937573,2,1,10-19,university,upper class,0.6291939843221722,1.0,before 2015,1.0,1,7000.0,sedan,5,0,1,0.0
457744,2,0,0-9,university,upper class,0.7275331285191912,1.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
583101,1,1,10-19,university,upper class,0.6855797056639448,1.0,after 2015,0.0,0,8000.0,sedan,0,0,1,0.0
60970,0,1,0-9,university,upper class,0.6309928831750566,1.0,after 2015,1.0,1,11000.0,sedan,0,0,0,0.0
318240,1,1,10-19,university,upper class,0.7370411530461375,1.0,before 2015,1.0,0,9000.0,sedan,3,1,2,0.0
146839,0,1,0-9,none,poverty,0.284157777190154,0.0,before 2015,0.0,0,11697.003206900365,sedan,0,0,0,1.0
367131,3,1,30+,university,upper class,0.507556856864905,1.0,after 2015,1.0,1,11000.0,sedan,4,1,4,0.0
890058,0,0,0-9,none,poverty,0.3041750304936165,1.0,after 2015,0.0,0,14000.0,sedan,0,0,0,1.0
796372,0,1,0-9,university,working class,0.6513183939456508,0.0,before 2015,0.0,0,13000.0,sedan,0,0,0,1.0
168698,1,1,10-19,university,middle class,0.5198664943388236,0.0,before 2015,1.0,1,11000.0,sedan,1,0,1,1.0
2087,2,1,10-19,none,middle class,0.4517846632422784,0.0,before 2015,1.0,0,13000.0,sedan,0,0,1,0.0
487034,1,1,10-19,high school,middle class,0.2710642145687786,1.0,after 2015,0.0,0,14000.0,sedan,0,0,4,0.0
828938,2,0,0-9,none,working class,0.4167492589952589,0.0,before 2015,0.0,1,17000.0,sedan,0,0,0,1.0
660589,3,1,30+,high school,upper class,0.7095147983810901,1.0,before 2015,0.0,1,10000.0,sedan,11,1,1,0.0
594395,2,1,20-29,high school,upper class,0.5112058884078383,1.0,before 2015,1.0,1,14000.0,sedan,2,1,5,0.0
391271,2,1,20-29,university,upper class,0.6240705807413206,0.0,after 2015,1.0,0,11697.003206900365,sedan,4,2,2,1.0
458061,1,1,10-19,university,upper class,0.515812809602791,1.0,after 2015,0.0,1,14000.0,sedan,0,1,2,0.0
621464,3,0,30+,high school,upper class,0.5579703352368941,0.0,before 2015,1.0,1,10000.0,sedan,4,2,5,0.0
158376,3,1,30+,university,middle class,0.4477053890232973,1.0,before 2015,0.0,1,7000.0,sedan,15,3,4,0.0
827988,0,1,0-9,none,poverty,0.2065312321384864,0.0,before 2015,1.0,1,10000.0,sedan,0,0,0,1.0
993421,1,1,10-19,high school,working class,0.2681872451082304,1.0,before 2015,0.0,1,9000.0,sedan,1,1,4,0.0
365796,1,0,10-19,high school,working class,0.4535879848777584,0.0,before 2015,0.0,1,14000.0,sedan,0,0,0,0.0
848442,3,1,0-9,university,upper class,0.7308655361413354,0.0,after 2015,1.0,1,9000.0,sedan,0,0,0,1.0
224037,3,0,20-29,university,upper class,0.6569945322053279,1.0,after 2015,0.0,1,10000.0,sedan,5,2,1,0.0
223140,2,0,20-29,university,upper class,0.6276638256137919,1.0,after 2015,1.0,1,10000.0,sedan,2,2,4,0.0
800498,3,1,30+,university,upper class,0.5843478180715549,1.0,before 2015,1.0,1,12000.0,sedan,2,0,5,0.0
54590,1,0,0-9,high school,working class,0.3292572324917755,1.0,before 2015,1.0,1,11000.0,sedan,0,0,0,1.0
906776,1,0,10-19,university,upper class,0.5389030722256323,1.0,before 2015,1.0,0,6000.0,sedan,1,0,1,0.0
137992,1,0,10-19,high school,middle class,0.5494170438158834,1.0,before 2015,1.0,1,12000.0,sedan,0,0,2,0.0
480416,0,1,0-9,high school,working class,0.3430986453172294,0.0,before 2015,1.0,1,10000.0,sedan,0,0,0,1.0
469772,0,1,0-9,university,working class,0.5251503019981206,0.0,before 2015,0.0,1,8000.0,sedan,0,0,0,1.0
333280,3,1,0-9,university,upper class,0.5950136586473453,1.0,before 2015,1.0,1,10000.0,sedan,0,0,0,0.0
29307,1,0,10-19,high school,middle class,0.515812809602791,0.0,before 2015,0.0,1,12000.0,sedan,2,1,0,1.0
64923,2,1,20-29,none,working class,0.305441859303222,1.0,before 2015,0.0,1,11697.003206900365,sedan,7,0,1,0.0
72557,1,1,10-19,university,upper class,0.4883840798658852,1.0,before 2015,1.0,1,12000.0,sedan,0,0,1,0.0
587280,3,1,30+,university,upper class,0.6079374664098495,1.0,after 2015,1.0,1,11000.0,sedan,4,1,6,0.0
196941,0,1,0-9,high school,working class,0.2616949116854254,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
627216,1,1,10-19,university,middle class,0.515812809602791,1.0,after 2015,0.0,1,15000.0,sedan,3,0,1,0.0
779988,3,1,30+,university,upper class,0.7485343389665761,1.0,after 2015,1.0,1,9000.0,sedan,11,2,4,0.0
197012,2,0,0-9,university,upper class,0.6949795160925676,1.0,after 2015,0.0,1,12000.0,sedan,0,0,0,0.0
971102,1,0,10-19,none,working class,0.5378340344693218,1.0,before 2015,0.0,1,12000.0,sedan,0,0,0,0.0
571823,3,1,30+,university,upper class,0.565015422135134,1.0,before 2015,1.0,1,14000.0,sedan,3,0,4,0.0
876900,2,1,0-9,university,upper class,0.572233119572234,0.0,after 2015,1.0,0,15000.0,sedan,0,0,0,1.0
284693,3,1,20-29,high school,upper class,0.5822884597936387,1.0,before 2015,1.0,1,8000.0,sedan,3,0,2,0.0
792926,2,0,10-19,high school,upper class,0.5203529992618114,1.0,before 2015,1.0,1,6000.0,sedan,0,0,0,0.0
466227,3,0,30+,high school,upper class,0.7847313094744524,1.0,before 2015,1.0,0,13000.0,sedan,2,0,0,0.0
370361,3,1,30+,university,upper class,0.6360928203941096,1.0,after 2015,1.0,0,17000.0,sedan,3,2,3,0.0
901560,0,0,0-9,high school,poverty,0.4015336878789244,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,0.0
103308,3,0,30+,university,upper class,0.6403236933748687,1.0,after 2015,1.0,1,9000.0,sedan,5,0,4,0.0
189307,3,1,30+,university,upper class,0.7796486256384334,1.0,before 2015,1.0,0,12000.0,sedan,3,1,6,0.0
421512,3,0,30+,high school,upper class,0.5927750798163787,1.0,before 2015,1.0,1,8000.0,sedan,7,0,5,0.0
749944,2,1,0-9,university,upper class,0.608213559921036,1.0,before 2015,1.0,1,9000.0,sedan,0,0,0,1.0
587731,0,1,0-9,university,middle class,0.4014583064798288,0.0,before 2015,0.0,0,14000.0,sedan,0,0,0,1.0
972502,1,0,0-9,high school,middle class,0.6643746842126251,1.0,after 2015,0.0,0,11697.003206900365,sedan,0,0,0,1.0
45002,3,1,30+,high school,upper class,0.6722562535141292,1.0,before 2015,1.0,1,9000.0,sedan,4,1,2,0.0
492516,3,0,30+,university,upper class,0.8094112590513309,1.0,before 2015,1.0,1,9000.0,sedan,5,0,4,0.0
306304,2,1,0-9,university,upper class,0.6057877815752679,1.0,before 2015,0.0,0,17000.0,sedan,0,0,0,1.0
816938,0,1,0-9,high school,working class,0.3707923839557827,0.0,before 2015,1.0,1,13000.0,sedan,0,0,0,1.0
475769,3,0,30+,high school,upper class,0.6317162489968055,1.0,before 2015,1.0,1,9000.0,sedan,4,0,3,0.0
718411,1,0,10-19,high school,working class,0.4879301463828837,0.0,before 2015,0.0,1,9000.0,sedan,0,0,0,1.0
294545,2,0,10-19,university,upper class,0.6505476285271355,1.0,before 2015,1.0,1,13000.0,sedan,0,0,0,0.0
457682,0,0,0-9,high school,poverty,0.2877500132860095,0.0,before 2015,0.0,0,10000.0,sedan,0,0,0,0.0
100513,3,1,0-9,high school,upper class,0.6807929771269291,1.0,after 2015,1.0,1,9000.0,sedan,0,0,0,0.0
223874,3,0,20-29,high school,upper class,0.6678192505009327,1.0,before 2015,1.0,1,12000.0,sedan,3,0,1,0.0
515684,1,1,10-19,high school,working class,0.4056422745779473,1.0,before 2015,0.0,0,11697.003206900365,sedan,1,0,0,0.0
264695,0,1,0-9,high school,poverty,0.3438278859742953,0.0,before 2015,0.0,0,7000.0,sedan,0,0,0,1.0
588062,1,0,10-19,high school,working class,0.4225677139431647,0.0,before 2015,0.0,1,11000.0,sedan,1,0,0,0.0
105701,3,0,30+,university,upper class,0.8340994824815043,1.0,after 2015,0.0,1,15000.0,sedan,2,0,1,0.0
329567,3,1,30+,university,upper class,0.6452281772841094,1.0,after 2015,1.0,1,8000.0,sedan,7,1,3,0.0
389792,3,1,0-9,university,upper class,0.649820471216227,1.0,after 2015,1.0,1,9000.0,sedan,0,0,0,1.0
988795,1,1,10-19,university,middle class,0.4334373332918408,1.0,before 2015,0.0,0,13000.0,sports car,1,0,1,0.0
64244,1,0,10-19,none,working class,0.3652866357527698,1.0,after 2015,0.0,0,12000.0,sedan,1,0,1,0.0
723759,1,1,10-19,university,working class,0.5337959694604191,1.0,before 2015,0.0,1,12000.0,sedan,3,1,1,1.0
617645,3,0,30+,high school,upper class,0.4611933084288743,1.0,before 2015,1.0,1,10000.0,sedan,3,0,1,0.0
45047,1,0,10-19,high school,working class,0.4702667725463446,1.0,before 2015,0.0,1,8000.0,sedan,1,0,0,0.0
395478,0,1,0-9,none,poverty,0.4115718511621122,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
399343,0,0,0-9,high school,poverty,0.3159066851342934,0.0,before 2015,0.0,0,12000.0,sedan,0,0,0,1.0
949583,0,0,0-9,high school,poverty,0.3123237413360567,0.0,after 2015,0.0,0,17000.0,sedan,0,0,0,1.0
930795,3,0,30+,university,upper class,0.515812809602791,1.0,after 2015,0.0,1,12000.0,sedan,1,0,5,0.0
351086,3,0,10-19,high school,middle class,0.401791816930945,1.0,before 2015,0.0,1,11000.0,sedan,1,0,1,0.0
927624,1,0,0-9,university,upper class,0.6075427182177684,0.0,after 2015,1.0,0,11000.0,sedan,0,0,0,1.0
327622,1,1,10-19,high school,working class,0.4864038516228967,1.0,before 2015,1.0,0,12000.0,sedan,0,1,0,0.0
764369,2,1,20-29,university,upper class,0.6984773297169328,1.0,before 2015,1.0,1,15000.0,sedan,0,2,2,0.0
786140,1,1,10-19,university,middle class,0.4734694426803175,1.0,before 2015,0.0,0,11697.003206900365,sedan,1,0,1,0.0
749543,0,0,0-9,university,working class,0.4491576896423744,1.0,before 2015,0.0,0,15000.0,sports car,0,0,0,0.0
85337,2,0,20-29,high school,upper class,0.3727670428960929,1.0,after 2015,0.0,0,15000.0,sedan,3,0,2,0.0
86144,1,1,10-19,high school,upper class,0.6570524604022507,1.0,before 2015,1.0,1,11697.003206900365,sedan,1,0,2,0.0
332804,2,0,0-9,high school,upper class,0.6706734981138612,1.0,after 2015,1.0,1,10000.0,sports car,0,0,0,0.0
947102,2,0,10-19,university,middle class,0.3394054659051099,1.0,before 2015,1.0,1,11000.0,sedan,1,0,2,0.0
411147,1,1,10-19,high school,middle class,0.4365476661894891,1.0,before 2015,1.0,1,10000.0,sedan,2,1,2,0.0
293515,1,0,10-19,none,poverty,0.2446175328711153,0.0,before 2015,1.0,1,10000.0,sedan,4,0,3,0.0
860089,1,0,10-19,university,middle class,0.4685045607790929,1.0,before 2015,1.0,0,14000.0,sedan,1,0,0,0.0
68145,0,0,0-9,high school,poverty,0.4129918414421705,0.0,before 2015,0.0,0,11697.003206900365,sedan,0,0,0,1.0
329918,2,1,10-19,high school,upper class,0.6595152852697509,1.0,after 2015,0.0,0,11697.003206900365,sedan,2,1,0,0.0
27653,1,1,0-9,university,middle class,0.5393392181496564,1.0,after 2015,0.0,1,11000.0,sedan,0,0,0,0.0
8539,2,1,10-19,high school,upper class,0.5037900206930748,1.0,before 2015,1.0,1,12000.0,sedan,0,1,1,1.0
893885,2,0,20-29,high school,upper class,0.7039910851555973,0.0,before 2015,1.0,0,13000.0,sedan,0,1,0,1.0
545575,0,0,0-9,high school,poverty,0.3187312451367876,1.0,before 2015,1.0,0,10000.0,sedan,0,0,0,0.0
108318,2,0,10-19,none,poverty,0.5089660159502207,1.0,before 2015,1.0,1,14000.0,sedan,0,0,1,0.0
408174,1,1,10-19,university,upper class,0.6701415655540297,1.0,after 2015,1.0,1,11000.0,sedan,1,2,2,0.0
537211,0,0,0-9,none,poverty,0.3449328776108291,1.0,before 2015,0.0,1,8000.0,sedan,0,0,0,0.0
920305,2,0,0-9,university,upper class,0.7477807628275938,1.0,after 2015,0.0,1,12000.0,sedan,0,0,0,0.0
178836,2,0,10-19,high school,middle class,0.5779891114550827,1.0,before 2015,0.0,1,13000.0,sedan,0,0,0,0.0
567122,1,0,10-19,university,upper class,0.5213673670739867,1.0,before 2015,1.0,1,8000.0,sedan,0,0,0,0.0
976188,2,1,10-19,high school,working class,0.3742583260822819,0.0,before 2015,0.0,1,12000.0,sedan,1,1,1,0.0
286,0,1,0-9,university,poverty,0.2762350064240472,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
871587,1,1,0-9,university,upper class,0.6095435879936103,1.0,after 2015,1.0,1,13000.0,sedan,0,0,0,0.0
864083,3,1,30+,high school,upper class,0.7731601636776191,1.0,before 2015,1.0,1,8000.0,sports car,10,2,4,0.0
861645,2,1,20-29,high school,poverty,0.2651149490079868,0.0,before 2015,0.0,1,14000.0,sedan,4,2,2,0.0
478462,0,0,0-9,university,working class,0.4803194079693673,1.0,before 2015,0.0,1,12000.0,sedan,0,0,0,0.0
932763,3,1,30+,high school,upper class,0.5897413759981436,1.0,after 2015,1.0,1,9000.0,sedan,9,0,1,0.0
747048,3,1,30+,high school,upper class,0.5855486498565489,1.0,before 2015,0.0,1,12000.0,sedan,5,0,3,0.0
452365,0,0,0-9,high school,working class,0.515812809602791,1.0,before 2015,0.0,1,15000.0,sedan,0,0,0,1.0
298541,1,1,10-19,university,working class,0.515812809602791,1.0,before 2015,0.0,1,12000.0,sedan,3,0,3,0.0
84677,2,0,20-29,university,middle class,0.515812809602791,1.0,before 2015,0.0,0,14000.0,sedan,0,1,0,0.0
613989,1,1,10-19,high school,middle class,0.4646762889805906,0.0,after 2015,1.0,1,12000.0,sedan,1,1,1,1.0
902477,2,1,10-19,high school,upper class,0.5362740945253154,1.0,after 2015,1.0,1,11000.0,sedan,3,2,3,0.0
424820,1,0,10-19,high school,middle class,0.540182723180248,1.0,before 2015,1.0,1,11697.003206900365,sedan,0,0,1,0.0
915178,2,1,20-29,high school,upper class,0.515812809602791,1.0,before 2015,1.0,1,11697.003206900365,sedan,3,1,5,0.0
507475,2,1,10-19,university,upper class,0.6711793098202495,1.0,before 2015,1.0,0,13000.0,sedan,1,1,0,0.0
750105,3,0,10-19,university,upper class,0.5359382220542888,1.0,after 2015,1.0,1,13000.0,sedan,0,1,2,0.0
899312,0,0,0-9,none,poverty,0.2862044072032209,0.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
744378,0,0,0-9,high school,poverty,0.4774594881974749,0.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
299806,3,0,20-29,university,upper class,0.4957059736917606,1.0,before 2015,0.0,1,11697.003206900365,sedan,4,0,2,0.0
702126,1,0,10-19,university,upper class,0.6945963049143813,1.0,before 2015,0.0,1,13000.0,sedan,0,1,0,0.0
703581,1,1,10-19,high school,upper class,0.4473939530293328,1.0,before 2015,1.0,1,10000.0,sedan,2,0,4,0.0
821738,1,1,10-19,high school,poverty,0.3324021696730569,0.0,before 2015,0.0,1,11000.0,sedan,2,0,3,1.0
211880,3,0,0-9,high school,upper class,0.5826265605428127,1.0,before 2015,0.0,1,15000.0,sedan,0,0,0,0.0
240493,1,1,10-19,none,working class,0.3833086645172717,0.0,before 2015,0.0,1,9000.0,sedan,1,0,3,0.0
711203,1,0,10-19,university,middle class,0.5035263513409084,1.0,before 2015,0.0,1,15000.0,sedan,1,0,0,1.0
875592,2,1,20-29,university,upper class,0.5064172047172271,1.0,before 2015,0.0,1,12000.0,sedan,4,1,1,0.0
377426,0,0,0-9,high school,working class,0.3495977394363498,0.0,before 2015,1.0,0,10000.0,sedan,0,0,0,1.0
707069,1,1,10-19,high school,upper class,0.5601753532231943,1.0,after 2015,1.0,1,14000.0,sedan,3,0,0,0.0
664350,3,1,30+,university,upper class,0.6832851473970699,1.0,after 2015,1.0,1,10000.0,sedan,9,2,8,0.0
153420,1,1,0-9,none,poverty,0.1702452857312173,1.0,before 2015,0.0,0,11697.003206900365,sedan,0,0,0,1.0
344762,1,1,10-19,high school,middle class,0.4318816696292355,1.0,before 2015,0.0,0,15000.0,sedan,0,0,1,1.0
227891,0,0,0-9,high school,upper class,0.6212382383504942,1.0,before 2015,0.0,0,13000.0,sedan,0,0,0,1.0
989398,2,1,20-29,high school,middle class,0.6054595518727779,1.0,before 2015,1.0,1,11697.003206900365,sedan,2,0,3,0.0
644057,1,0,10-19,university,upper class,0.5768240844559903,1.0,after 2015,0.0,1,14000.0,sedan,1,0,0,0.0
81569,3,0,30+,high school,upper class,0.6288764873080216,1.0,before 2015,1.0,1,7000.0,sedan,2,1,3,0.0
314777,3,1,30+,high school,upper class,0.5987565032533735,1.0,after 2015,0.0,0,10000.0,sedan,11,0,1,0.0
948302,2,0,0-9,university,upper class,0.5753697596133064,1.0,after 2015,1.0,1,9000.0,sedan,0,0,0,0.0
513952,1,0,0-9,high school,middle class,0.5208708404176335,1.0,before 2015,1.0,1,11697.003206900365,sedan,0,0,0,0.0
825349,1,0,10-19,high school,working class,0.3963181478273684,1.0,before 2015,0.0,1,14000.0,sedan,2,0,0,0.0
27742,0,1,0-9,high school,poverty,0.2358029818579255,1.0,before 2015,0.0,0,16000.0,sedan,0,0,0,1.0
397560,3,1,10-19,university,upper class,0.2558368788769217,1.0,before 2015,1.0,1,11697.003206900365,sedan,0,0,3,0.0
214198,0,0,0-9,none,poverty,0.5042733084385276,0.0,before 2015,0.0,0,15000.0,sedan,0,0,0,1.0
730415,1,0,0-9,university,middle class,0.4761858212677493,1.0,before 2015,0.0,1,12000.0,sports car,0,0,0,0.0
872992,2,0,20-29,university,upper class,0.6306307935993771,1.0,before 2015,0.0,0,16000.0,sedan,2,0,0,0.0
222805,2,1,20-29,university,upper class,0.5992234645215262,1.0,before 2015,1.0,1,9000.0,sedan,2,0,3,0.0
769261,1,0,10-19,high school,upper class,0.5689390308399636,1.0,after 2015,1.0,1,9000.0,sedan,0,0,1,0.0
310357,0,0,0-9,none,poverty,0.252620867950833,1.0,before 2015,1.0,0,9000.0,sedan,0,0,0,0.0
168954,1,1,10-19,high school,middle class,0.4471073549724479,1.0,before 2015,1.0,1,11000.0,sedan,1,0,2,0.0
126077,1,0,10-19,university,upper class,0.606735714725739,1.0,before 2015,0.0,1,12000.0,sedan,1,0,2,0.0
634665,1,0,10-19,high school,upper class,0.5981802762565531,0.0,before 2015,0.0,1,11000.0,sedan,1,0,2,0.0
775983,0,1,0-9,university,poverty,0.2391781508508417,1.0,before 2015,0.0,1,13000.0,sedan,0,0,0,1.0
441183,1,0,10-19,high school,middle class,0.5789086394845918,1.0,before 2015,0.0,1,9000.0,sports car,0,1,1,0.0
546719,2,1,10-19,high school,working class,0.2516227091679711,0.0,before 2015,1.0,1,12000.0,sports car,2,1,1,0.0
312454,0,0,0-9,none,poverty,0.515812809602791,0.0,before 2015,0.0,0,11697.003206900365,sedan,0,0,0,1.0
3004,1,1,10-19,university,middle class,0.4990390378280581,1.0,before 2015,0.0,1,9000.0,sedan,2,1,2,0.0
135577,1,1,10-19,university,middle class,0.5266138203612011,1.0,after 2015,0.0,0,13000.0,sedan,2,1,1,0.0
471696,2,1,10-19,university,middle class,0.3803560286607813,0.0,before 2015,1.0,1,8000.0,sedan,2,0,2,1.0
760850,2,1,0-9,university,middle class,0.5666786986571251,0.0,before 2015,0.0,0,12000.0,sedan,0,0,0,1.0
77981,1,0,0-9,high school,upper class,0.6705723025037389,1.0,before 2015,0.0,1,10000.0,sedan,0,0,0,1.0
180310,1,1,10-19,high school,middle class,0.5192192445150815,1.0,before 2015,0.0,1,11000.0,sedan,0,0,0,0.0
617268,1,1,10-19,none,middle class,0.2387166975286248,1.0,before 2015,1.0,1,11697.003206900365,sedan,2,1,1,0.0
603882,2,1,20-29,high school,working class,0.4561475020425317,1.0,before 2015,0.0,1,16000.0,sedan,2,0,1,0.0
406476,1,0,10-19,none,poverty,0.4296243313540997,1.0,before 2015,0.0,1,11000.0,sedan,0,0,0,0.0
42198,1,1,10-19,university,working class,0.5554123081055184,0.0,before 2015,0.0,1,13000.0,sedan,0,0,1,1.0
918079,0,1,0-9,high school,poverty,0.4016022303600121,1.0,before 2015,1.0,1,8000.0,sedan,0,0,0,1.0
285703,1,0,10-19,university,working class,0.6090015642772613,1.0,before 2015,0.0,0,14000.0,sedan,0,0,0,0.0
471479,2,1,20-29,high school,working class,0.3354650473170224,0.0,before 2015,0.0,0,16000.0,sedan,2,1,0,1.0
355257,3,0,0-9,university,upper class,0.534248147114374,1.0,before 2015,1.0,1,10000.0,sedan,0,0,0,0.0
596657,3,1,30+,high school,upper class,0.5243323363452949,0.0,before 2015,0.0,1,11697.003206900365,sedan,6,0,2,0.0
31975,3,0,10-19,university,upper class,0.515812809602791,0.0,after 2015,1.0,1,12000.0,sedan,0,1,1,0.0
655984,2,1,20-29,university,upper class,0.4060539270944432,0.0,after 2015,0.0,1,12000.0,sedan,5,2,5,0.0
761533,2,1,0-9,none,working class,0.4714899368262763,0.0,before 2015,1.0,1,11697.003206900365,sedan,0,0,0,0.0
936450,2,0,20-29,university,upper class,0.6170091118547167,1.0,after 2015,1.0,1,7000.0,sedan,0,0,1,0.0
3038,1,0,10-19,high school,working class,0.3752825494625618,1.0,after 2015,0.0,0,16000.0,sedan,0,1,0,1.0
